place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,annotator_1,annotator_2,annotator_3,annotator_4,ground_truth,vote_breakdown,is_tie
Kafih - Davao,5,coffee,"Worth the price  OK_hand_light_skin_tone  The services, wifi the ambiance.",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Starbucks SM Davao Expansion Wing,5,coffee,New look but same vibe.,Ambiance and Atmosphere,NEUTRAL,False,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL:4,False
Green Coffee - Marfori,5,coffee,clean and quiet green coffee branch.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Mandatory Matcha Bar,5,matcha,Small interior space but I absolutely love the intimate atmosphere!,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Seattle's Best Coffee,5,coffee,I always go for the al fresco area because the ambiance is really nice.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Space-Arabica,5,coffee,Aesthetic!,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Whisk Davao Matcha,4,matcha,"Love the ambiance, too!",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Brew and Cinnamon Cafe,5,coffee,"So nice ambiance at this shop, the place is just in front of GoHotel/ Phonex near Guadalupe Village.",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Coffee Bar at GMall of Davao,5,coffee,Elegant Classy vibe.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Matcha Bar - Marfori,5,matcha,Cosy atmosphere with unique interior design.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
KISOM Atelier,3,matcha,It ruins the ambiance of an otherwise lovely place.,Ambiance and Atmosphere,NEGATIVE,False,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE:4,False
Whisk Davao Matcha,5,matcha,"Great place, peaceful vibe.",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Espresso Lab Cafe Davao,4,coffee,Beautiful lighting and great atmosphere,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Annipie @ The Farm,5,coffee,A place to go when you want peace and quiet day with family.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Coffee Project Mintal,4,coffee,"The ambiance is cosy, walls with artistic murals that add warmth and playfulness.",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Indahouse Cafe,5,coffee,the AMBIANCE you must SEE and FEEL for yourself... it's TRULY worth your TIME and MONEY... #indahouse,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Coffee at Yellow Hauz,1,coffee,The food and the atmosphere at your establishment are commendable.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
COFFIX COFFEE SHOP,1,coffee,Atmosphere 1/5 No such atmosphere.,Ambiance and Atmosphere,NEGATIVE,False,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE:4,False
Matcha Ureshi Bar,5,matcha,"good ambiance, good matcha & good service",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Hortus Davao (Matcha & Coffee),5,matcha,The coffee is good  hundred_points  the ambiance is instagramable  camera_with_flash  …,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Matcha Bar - Marfori,5,matcha,"The place is also very aesthetic, clean and minimalistic.",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Dakong Balay,5,coffee,nice atmosphere with delicious food,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Whisk It Good Matcha,5,matcha,Aesthetic vibes!,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Starbucks - SM Lanang,5,coffee,"Cozy atmosphere, relaxing music, and the smell of coffee hits differently the moment you enter.",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
REVEL by Confex,5,coffee,The ambiance is so relaxing and delicious.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Brew Lane Café,4,coffee,I love the ambience and the music so much!,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Indahouse Cafe,4,coffee,Old town Japanese vibe It must be pretty at night when lights hanged on the tree are lit.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Secret Garden Cafe,5,coffee,The Cafe offers a unique ambiance that combines a cozy atmosphere with a beautiful indoor garden setup.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
KISOM Atelier,5,matcha,Love the atmosphere of the place quiet and chill.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Fourth Street Cafe,5,coffee,The ambiance was conducive for studying.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Coffee Bar at GMall of Davao,5,coffee,Good ambiance and very nice place to study!,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Green Coffee - Marfori,5,coffee,Great place for studying and chilling and place is quiet and the atmosphere is peaceful.,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"Delicious foods,impleccable service amd charming ambiance blue_heart",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,"The ambiance is cozy and artistic, making the whole experience even more enjoyable.",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Wood and Coffee Davao,4,coffee,"The overall aesthetic of the place was impressive, as expected from a design by an artist.",Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Hola Coffee,5,coffee,And it has a kinda peaceful chill place for me hehe,Ambiance and Atmosphere,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Starbucks - SM City Davao,5,coffee,Everything is good the food the service and the ambiance.,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Seattle's Best Coffee,5,coffee,Beautiful ambiance and very delicious coffee plus accomodating crew white_heart  sparkles,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Green Coffee - Diversion,1,coffee,Train your staff properly invest in customer service you have the worst customer service in all coffee shop in davao city.,Customer Service,NEGATIVE,False,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE:4,False
8me sweet cakes and coffe shop,5,coffee,The best and sikwate with puto maya Nice place Nice their service,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Whisk It Good Matcha,5,matcha,"What really keeps me coming back is the overall experience—the cozy, homey interior and the warm, friendly owners who always make sure you …",Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Fourth Street Cafe,4,coffee,Price experience score (pes) 7/10 Take out place service ok Coffee good Shop nice Price good,Customer Service,NEUTRAL,False,NEUTRAL,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,"NEUTRAL:3, POSITIVE:1",False
JH Garden Cafe and Restaurant Matina,5,coffee,"love the food , the smiling face of the staff specially the ambiance of the nature",Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Blugré Coffee,5,coffee,Good service,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Coffee Bar at GMall of Davao,5,coffee,Super Lovely and welcoming Staff named Glena Jean,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Crazy Bite Co. Sky Cafe,4,coffee,Meals star  star  star  star  Burgers  star  star  star  star  star  Coffee  star  star  star  Place  star  star  star  star  star  Crews  star  star  star  star  Great service  star   star   star   star   star,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Kanoffee Toril,5,coffee,Coffee- 5/5 Place- 5/5 Service- 5/5 it ma,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Crazy Bite Co. Sky Cafe,5,coffee,the ambiance of the place plus the food is already giving and as well as the workers which is very accommodating in terms of services.,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Crazy Bite Co. Sky Cafe,5,coffee,"FROM THE MOMENT YOU WALK IN, THE ENTIRE CREW GREETS YOU WITH THE WARMEST SMILES AND ENERGY AND IT INSTANTLY MAKES YOU FEEL COMFORTABLE AND APPRECIATED!!!",Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Kafih - Davao,5,coffee,"Work friendly and relaxing ambiance, free wifi and charging station  OK_hand",Customer Service,NEUTRAL,False,NEUTRAL,NEUTRAL,NEUTRAL,POSITIVE,NEUTRAL,"NEUTRAL:3, POSITIVE:1",False
The Coffee Bar at GMall of Davao,5,coffee,"great customer service by Glena Jean, the best among the rest!",Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Coffee Bar at GMall of Davao,5,coffee,Good service,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Matcha Bar - Marfori,5,matcha,The best matcha cafe in the Ph so cozy and friendly and just aesthetically pleasing!,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Mori & Mill,2,coffee,Aesthetics of the restaurant is the total opposite of service and food.,Customer Service,NEGATIVE,False,NEGATIVE,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,"NEGATIVE:3, NEUTRAL:1",False
DUNKIN’ Catalunan Grande,4,coffee,Accommodating ang staff and great ambiance while ga study,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Crazy Bite Co. Sky Cafe,5,coffee,Food 7.8/10 Matcha 8.5/10 Service 10/10 Place 10/10,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Darkk Coffee Co.,5,coffee,"The warm ambiance and friendly people evoke memories of teenage hangouts, while the expertly crafted offers a comforting taste of the past.",Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Dakong Balay,4,coffee,Good service,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
STASH Coffee Co.,4,coffee,The interior was warm staff where friendly and willing to help guess its location is also a plus giving a little privacy,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
PICKUP COFFEE - Oroderm City,5,coffee,Good service,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Starbucks SM Davao Expansion Wing,5,coffee,And Its really great to have a Nice Food Service and Atmosphere specially the new STarbucks branch,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Fourth Street Cafe,5,coffee,Good Service,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Pursuit of Coffee (POC),5,coffee," cupcake Vanilla Flan Tart, Kalifa Cake  hot_beverage Crossroad latte, Spring Blossom, Roasted Indigo  star genuinely kind staff  star clean and beautifully maintained space  star Impressively fast service  star love the food and drinks overall",Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,Nice branch Great food friendly staff the place is Brand New and has great ambience,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Purge Coffee Roaster,5,coffee,A real third wave coffee experience in Davao operated by a passionate award winning barista.,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Starbucks - Abreeza Mall,5,coffee,"The recent renovation solidifies Starbucks Abreeza as not just a coffee shop but a destination where friendly service, a conducive work environment, and a fresh, modern aesthetic come together for an exceptional experience.",Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Kafih - Davao,5,coffee,I love the cafe cause of the barista and food and coffee,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
WORK CO COWORKING MATINA BRANCH,5,coffee,The staff name krezel is very friendly and accomodating,Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Whisk Davao Matcha,5,matcha,"white chocolate matcha is good and the cheesecake as well, every accommodating din tung staff sila Russel and Sam.",Customer Service,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
olo. Coffee And Concepts,5,coffee,"I love how cozy and calm the overall vibe is, especially in the outdoor space — it's the perfect spot to relax and unwind.",Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Limestone Brew,5,coffee,A high end coffee and diner in the  red_heart  of Samal with WiFi,Facilities and Amenities,POSITIVE,False,POSITIVE,NEUTRAL,POSITIVE,POSITIVE,POSITIVE,"POSITIVE:3, NEUTRAL:1",False
ems Cafe and Resto,3,coffee,Strategic area with many establishments nearby and shared parking space too.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Pastry Street Pie & Café,5,coffee,pushpin Friendly and pleasant-looking staff  pushpin WiFi!!!,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Bloom Coffee & Start-Up Space,4,coffee,Great place to work Good coffee and good food I recommand,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Dunkin’ Drive Thru,5,coffee,wide and secure parking space to atop over and take a short nap,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Starbucks Damosa IT Park Drive-Thru,5,coffee,You feel safe with plenty of parking space & polite staff,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
MYLK Cafe,4,matcha,Cozy space and strong ac!,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Coffee Project Mintal,5,coffee,The abundance of natural light and greenery creates a peaceful and calming environment that's perfect for enjoying a cup of coffee or working on your laptop.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
JH Garden Cafe and Restaurant Matina,5,coffee,"Soft lighting, comfortable seating, and natural wood elements create an inviting space that's perfect for everything from casual hangouts to special celebrations.",Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Coffeecat,4,coffee,A quite place for study and review,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Kafih - Davao,5,coffee,"The ambiance is cozy and conducive to focus, making it an ideal spot for both work and leisure.",Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Bloom Coffee & Start-Up Space,5,coffee,Best work space Yummy Food Good Service,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Barok Cafe and Resto,3,coffee,The space is nice and has a cozy vibe that makes it comfortable to stay and relax.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
STASH Coffee Co.,5,coffee,Stash has good parking space and tidy comfort room.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
The Matcha Tokyo - SM Davao,5,matcha,Love the aesthetic and how clean the space is!,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Infinite Caffeine,5,coffee,My friend also greatly appreciate the comfort room because it is so homey and clean.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Annipie,5,coffee,"Yummy cinnamon rolls, clean and comfy space",Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Annipie Airport View,5,coffee,Really cozy and aesthetic place to work and eat.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
JH Garden Cafe and Restaurant Matina,5,coffee,The café's strong connection to nature is evident in every corner.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Coffeecat,5,coffee,Possibly the best coffee in Davao plus free WiFi,Facilities and Amenities,POSITIVE,False,POSITIVE,NEUTRAL,POSITIVE,POSITIVE,POSITIVE,"POSITIVE:3, NEUTRAL:1",False
Starbucks - SM Lanang,4,coffee,The minimalist design and comfortable seating create a welcoming space.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Aloha Kakou Neighborhood Cafe,4,coffee,"It offers a spacious parking area and a cozy, beautifully designed space.",Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
Kafih - Davao,5,coffee,Kafih is the ideal spot for both great food and a cozy study environment.,Facilities and Amenities,POSITIVE,False,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,POSITIVE:4,False
