place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic
Barok Cafe and Resto,4,coffee,"The ambiance of the place is also cool because there is a coworking space, eating tables and vip rooms for special meetings.",Ambiance and Atmosphere,,False
Craft Coffee,5,coffee,"I got to enjoy matcha latte again  green_heart  Not a fan of pizza in general, but it was fine.",Product Quality,,False
Whisk It Good Matcha,5,matcha,"Very good matcha, very good customer service.",Product Quality,,False
Black Scoop Cafe Matina,4,coffee,"They have plenty of tables and chairs, good for individuals, pairs or small to large groups.",Facilities and Amenities,,False
blank space coffee dvo,4,coffee,"At first sip, the matcha flavor was subtle, but it gradually developed into a more pronounced and well-balanced taste, bold yet not overpowering.",Product Quality,,False
WORK CO COWORKING MATINA BRANCH,5,coffee,Good service - krezel,Customer Service,,False
Coffee Project Mintal,5,coffee,"The ambiance of the coffee shop is simply stunning, with its spacious and well-designed interior that feels like a lush garden.",Ambiance and Atmosphere,,False
BRGR Alley Café,5,coffee,The food is absolutely delicious—every bite was flavorful and freshly prepared.,Product Quality,,False
Cafe Demitasse,4,coffee,good wifi connection.,Facilities and Amenities,,False
The Coffee Bar at GMall of Davao,5,coffee,"Best Food, Best Service, Best Atmosphere.",Customer Service,,False
Paramount Coffee Crocodile Park Davao,1,coffee,"the cookies were hard on the outside and undercooked inside, and the presentation reminded me of something from a street food stall.",Product Quality,,False
Dunkin' Donuts- C. P. Garcia Highway,2,coffee,I can still taste the powder used for the orange juice and they even served spilled coffee.,Product Quality,,False
The Bloom Coffee & Start-Up Space,4,coffee,dollar_banknote  Accepts cash/card  globe_with_meridians  They have fast wifi.,Facilities and Amenities,,False
Fika Cafe - Lapu-Lapu,5,coffee,The place is great with ample parking space.,Facilities and Amenities,,False
Craft Coffee & Roastery,4,coffee,Ambiance is nice.,Ambiance and Atmosphere,,False
Evermore Cafe Davao,2,coffee,"Service: 2/5 Rude staff, he mistakenly interchange our number with the other table.",Customer Service,,False
Starbucks - SM City Davao,4,coffee,Very nice place to have a coffee or refreshment and chill out!,Ambiance and Atmosphere,,False
Seattle's Best Coffee,1,coffee,My coffee was warm already which should have been hot and enjoyable together with the pasta if it didn't took that long to prepare.,Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,Go to place and this place is 24 hours.,Store Operations and Accessibility,,False
Annipie @ The Farm,5,coffee,"Finally, high recommendations on their service and food.",Customer Service,,False
"Miss Bridgette,",5,matcha,Great food and drink option.,Product Quality,,False
Glasshouse Coffee,5,coffee,The best hot chocolate and carrot cake I have tasted by far.,Product Quality,,False
HWYL COMMUNITY CAFÉ,5,coffee,The atmosphere is also great soothing and peaceful away from roadside where you can hear cars and motors.,Ambiance and Atmosphere,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,Super fantastic food.,Product Quality,,False
Hills and Valleys Coffee - Buhangin Davao,2,coffee,Tastes like instant coffee especially the Vietnamese Latte :(,Product Quality,,False
The Matcha Tokyo - SM Davao,5,matcha,Good food and good place!,Product Quality,,False
Matcha Bar - Marfori,5,matcha,"Matcha was great, just the right balance of flavor.",Product Quality,,False
The Limestone Brew,5,coffee,"Muaic, ambiance, coffee, staff...",Customer Service,,False
Steep Kohi,5,coffee,One of the best matcha cafes in the city.,Product Quality,,False
Bean Xpress Matina Branch,5,coffee,Best way to get coffee and chill,Ambiance and Atmosphere,,False
blank space coffee dvo,4,coffee,nice place and great ambiance,Ambiance and Atmosphere,,False
The Crazy Bite Co. Sky Cafe,3,coffee,Staff was very attentive and friendly.,Customer Service,,False
Starbucks,4,coffee,I was greeted as I entered by the staff even though they were busy with many customers.,Customer Service,,False
Café Prelaya by The Joaquins’ Cheesecakes,4,coffee,"Drinks (matcha latte & some kind of peach drink) are fine, pecan cheesecake i love.",Product Quality,,False
Palps Cafe,5,coffee,"cozy atmosphere paired with friendly, attentive staff creates a welcoming environment.",Ambiance and Atmosphere,,False
Cafe Demitasse,5,coffee,Friendly personnel.,Customer Service,,False
JAS Caffeinated,5,coffee,The service is great!,Customer Service,,False
Fika Cafe - Lapu-Lapu,4,coffee,"The cafe itself is aesthetic and has great decors and spacing, but be warned the ventilation is quite poor and the entire place smells like deep fryer oil.",Ambiance and Atmosphere,,False
Daleachious Cafe - Lanang Branch,2,matcha,noisy staff,Customer Service,,False
Coffee For Peace at One Oasis,5,coffee,The best coffee in Davao,Product Quality,,False
Coffee By The Way,4,coffee,With a faint salty taste that you cannot really distinguish if you're not that technical when it comes to coffee.,Product Quality,,False
Habitat Coffee - Tionko Branch,5,coffee,"Cozy vibe, good food & coffee!!",Ambiance and Atmosphere,,False
Onse Kopi,5,matcha,Whenever I have friends fly in who I know love coffee and love visiting different cafes Onse is always the first stop.,Product Quality,,False
Lot 38 Kape,5,coffee,Drinks are always great!,Product Quality,,False
MYLK Cafe,5,matcha,Very good service.,Customer Service,,False
Starbucks,4,coffee,Nice ambience and surroundings but no outlets for laptop users,Facilities and Amenities,,False
Fika Cafe - Lapu-Lapu,5,coffee,"I tried Beef Tapa with egg, garlic rice then Cheese cake!",Product Quality,,False
Cafe Demitasse,4,coffee,Delicious food.,Product Quality,,False
JH Garden Cafe and Restaurant Matina,5,coffee,"The staffs are easy to call on to, they also served the food earlier than usual.",Product Quality,,False
Floury Cafe,4,matcha,"Floury Cafe is located on the second floor and has a nice, aesthetic ambiance.",Ambiance and Atmosphere,,False
The Limestone Brew,5,coffee,Good food and nice ambiance,Ambiance and Atmosphere,,False
Cafe Tavera,5,coffee,"High price, but higher value.",Price and Value,,False
Glasshouse Coffee,5,coffee,The location is a reminder of how green spaces make things even better.,Store Operations and Accessibility,,False
Space-Arabica,5,coffee,A place where you can work or study.,Facilities and Amenities,,False
Purge Coffee Roaster,5,coffee,"writing_hand_light_skin_tone  Even though it's a bit out of the way for me, I always make a point to drop by whenever I'm in the area because the drinks are just that good.",Product Quality,,False
Hid'n Coffee,5,coffee,Place is nice and quiet.,Ambiance and Atmosphere,,False
The Matcha Tokyo - Azuela High Street,3,matcha,Ordered the iced matcha latte.,Product Quality,,False
Aloha Kakou Neighborhood Cafe,5,coffee,Their Matcha Frappe is also really good.,Product Quality,,False
Whisk Davao Matcha,5,matcha,Authentic ceremonial grade matcha definitely going back..baristas are warm and friendly..shoutout to Earon for getting our orders perfect,Product Quality,,False
Kofi Gram Bangkal,5,coffee,"The food is great, and the coffee too!",Product Quality,,False
Coffee For Peace at One Oasis,5,coffee,Very good service and drinks smiling_face_with_smiling_eyes  red_heart  …,Customer Service,,False
Dear Joe Frontera,3,coffee,"It is super expensive, even for Manila standards.",Price and Value,,False
Paramount Coffee - Twin Palms,4,coffee,Staff were friendlier than their other branch.,Customer Service,,False
Daleachious Cafe - Ecoland Branch,3,coffee,"Also, I'm not sure if they have proper exhaust, or maybe it's just because the kitchen is open, but if you stay there long enough, the smoke or smell from the cooking will probably stick to your clothes.",Store Operations and Accessibility,,False
Annipie,4,coffee,They have clean facilities aside from the fact that the staff are courteous.,Customer Service,,False
Lately Coffee,5,coffee,"My only minor disappointment was that the coffee was served in a take-away paper cup instead of a ceramic mug or glass, which would have made the experience feel even more special.",Product Quality,,False
Karlo's Gourmet & Coffee,5,coffee,"The coffee frappes are overpriced, but that is already expected in popular tourists spots like this one.",Product Quality,,False
Muni Muni Cafe,5,coffee,we wanted to try a new coffee place in davao and Muni Muni didn't disappoint!,Product Quality,,False
Good One Cafe and Yogurt,5,coffee,very aesthetic and loved the yogurt and drinks,Ambiance and Atmosphere,,False
Starbucks - Abreeza Mall,1,coffee,The barista bulled the kitchen rag after wipeing the tables right over my coffe while preparing it dripping.,Customer Service,,False
Habitat Coffee - Tulip Branch,5,coffee,I LOVE THE AMBIANCE AND THE COFFEES R SO YUM YUM W THE BROWNIES!,Ambiance and Atmosphere,,False
Inherent Coffee,5,coffee,**update** the music vibe is much improved now with chill ambient music/beats.,Ambiance and Atmosphere,,False
Barok Cafe and Resto,5,coffee,Some delicious food and drinks  red_heart,Product Quality,,False
Karlo's Gourmet & Coffee,5,coffee,"You got the one of the best overlooking view plus not to mention the coffee's they have, you can't ask for more.",Product Quality,,False
Outlook,5,coffee,"One of the best Matcha Soft Serve I've tasted... ("",)",Product Quality,,False
The Coffee Cove,4,coffee,Parking space is generous.,Facilities and Amenities,,False
Solace - Coffee Club,1,coffee,Another was the food they unusually start serving later at 3:30.,Product Quality,,False
Cafe Tavera,5,coffee,Superb service and quality food,Product Quality,,False
Starbucks,5,coffee,Friendly staff.,Customer Service,,False
WORK CO COWORKING MATINA BRANCH,5,coffee,"Not only is she fast and precise with her work, but she is also incredibly friendly and approachable.",Facilities and Amenities,,False
Green Coffee - Marfori,5,coffee,It was nicer and very quiet place.,Ambiance and Atmosphere,,False
"KAOS CAFE - 24 Hours, Jacinto St.",2,coffee,"There's now an additional ₱10 charge for takeout food, which wasn't the case last month.",Product Quality,,False
Hygge Coffee,2,coffee,It is an okay place to do acads/work and talk with some friends since its a 24 hours place and near the university I'm studying in.,Store Operations and Accessibility,,False
The Coffee Bar at GMall of Davao,5,coffee,Big space good ambiance and smell good.,Ambiance and Atmosphere,,False
Green Coffee - Diversion,5,coffee,"Yes, because ambiance is great and because i love coffee and cake.",Ambiance and Atmosphere,,False
MYLK Cafe,5,matcha,"It's my 3rd time in this cafe and service is always excellent, same as the food!",Product Quality,,False
Dunkin' Donuts,3,coffee,Brewed coffee is microwaved.,Product Quality,,False
BRGR Alley Café,5,coffee,"Food is good , ambiance of the place is nice and accommodating staffs .",Customer Service,,False
The Bloom Coffee & Start-Up Space,3,coffee,CR is a concern tho.,Facilities and Amenities,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,Love the ambience and the staff were so friendly.,Customer Service,,False
Coffeecat,5,coffee,Coffee's good.,Product Quality,,False
Cafe Basilico,5,coffee,But the coffee can only improve.,Product Quality,,False
The Limestone Brew,5,coffee,Perfect place for a coffee break.,Product Quality,,False
Kopi lah Roti,4,coffee,Price experience score (pes) 5.5/10 Parking available service ok No credit card Food ok,Customer Service,,False
Bean Xpress Matina Branch,5,coffee,"All together make a smooth and tasty coffee, perfect base also for a good cappuccino.",Product Quality,,False
ROOFTOP Café Bar,5,coffee,"Staff are very accommodating and they proactively keep our helmets inside, foods are delicious!",Customer Service,,False
Seattle's Best Coffee,1,coffee,Poor costumer service.,Customer Service,,False
STASH Coffee Co.,5,coffee,This looks like Davao's first real coffee joint (as Melbourne dwellers would define that...).,Product Quality,,False
Fourth Street Cafe,5,coffee,"Not so pricey but super lami, loved their matcha!",Product Quality,,False
Better Beans Co. - Coffee Roaster (New Location),5,coffee,Staff were friendly and helpful and the place was clean.,Customer Service,,False
Wood and Coffee Davao,5,coffee,Coffee is phenomenal and staff is great.,Customer Service,,False
Green Coffee - Diversion,3,coffee,Their location is a disadvantage for those who don't have car.,Store Operations and Accessibility,,False
Aloha Kakou Neighborhood Cafe,5,coffee,We went in for coffee and stayed for lunch.,Product Quality,,False
Starbucks - SM City Davao,3,coffee,"Its a regular Starbucks and is open till midnight, which is convenient.",Store Operations and Accessibility,,False
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,"The food was absolutely delicious, and the staff were very friendly and approachable.",Customer Service,,False
Starbucks - Matina IT Park,4,coffee,A good place to chill and relax and have a cup of cappuccino.. My only concerned is they don't have a WiFi connection for their customers.. Hope they will give a free WiFi connection...,Ambiance and Atmosphere,,False
Knto Cinco - Puan Branch,5,coffee,Comfy and aesthetic vibes.,Ambiance and Atmosphere,,False
KOHI,4,coffee,Pasta and pastries were just the few they had on the menu aside from the usual drinks.,Product Quality,,False
Binnamon Cafe,4,matcha,But the pastries and coffee taste good.,Product Quality,,False
Daleachious Cafe - Buhangin Branch,5,coffee,Peaceful and Aesthetic.,Ambiance and Atmosphere,,False
Cafe Tavera,5,coffee,Luxurious but sumptuous food offered for our taste buds.,Product Quality,,False
Daiko Coffee,2,coffee,"Ambience and Service was satisfactory, ordered an Iced Cafe Latte, but tastes watery, bitter, and lacks the taste of coffee, i hope they improve this.",Customer Service,,False
BRGR Alley Café,5,coffee,"Great food, ambiance, and presentation  smiling_cat_with_heart-eyes",Ambiance and Atmosphere,,False
Coffee For Peace at One Oasis,4,coffee,Nice ambiance and foods.,Ambiance and Atmosphere,,False
Humble Table,5,coffee,"Service is always top-notch, especially when the owner is around, adding a personal touch that makes the experience even better.",Customer Service,,False
KISOM Atelier,4,matcha,Tried & Rated: • Cafe Latte (₱160) — 8.5/10 • Pistachio Matcha Isom (₱280) — 8/10 • Biscoff Cookie (₱120) — 8/10 • Kisom Matcha II (₱260) — 9/10  star  Note: Would be glad if the staff were more welcoming.,Product Quality,,False
Out of Boredom,4,matcha,Did an easy grab and I was on a high with the Black Sesame (Matcha).,Product Quality,,False
Kopi lah Roti,4,coffee,"If you appreciate excellent coffee, this place is worth trying despite the slightly higher prices for some dishes.",Product Quality,,False
Whisk It Good Matcha,5,matcha,Very accommodating ng owners and very approachable!,Customer Service,,False
Cafe Demitasse,1,coffee,"Hence, the delay ans the quality of the food.",Product Quality,,False
Cafe Julieta,1,coffee,Very dissapointed with the food but the place itself was good.,Product Quality,,False
Infinite Caffeine,5,coffee,This is one of the BEST coffee i've ever tasted.,Product Quality,,False
"Miss Bridgette,",5,matcha,Especially matcha strawberry and their pizza!,Product Quality,,False
Happy Valley Cafe Davao,5,coffee,I havent yet to try their food but Ive been wanting to.,Product Quality,,False
Koncrete,4,matcha,"place was a bit small, but i love how their staff warmly accommodate customers and even apologize for the limited space.",Customer Service,,False
Paramount Coffee Crocodile Park Davao,3,coffee,Good Selection of Coffee and small bites.,Product Quality,,False
Espresso Lab Cafe Davao,4,coffee,The interior feel was an appropriate place to quietly work.,Facilities and Amenities,,False
Wood and Coffee Davao,5,coffee,"The rustic decor and friendly staff create a welcoming atmosphere, perfect for relaxing or catching up with friends.",Customer Service,,False
WKND 1970,5,coffee,It is best to visit this place after sunset so the heat of the day won't bother your coffee moments with friends or loved ones.,Product Quality,,False
Coffee at Yellow Hauz,4,coffee,good customer service delicious food and dami options nice ung place,Product Quality,,False
ROOFTOP Café Bar,4,coffee,Their food is pricey but its great.,Product Quality,,False
Koffiepauze,5,matcha,Relaxing atmosphere.,Ambiance and Atmosphere,,False
Glasshouse Coffee,4,coffee,Ambiance and coffee is really good.,Ambiance and Atmosphere,,False
BRGR Alley Café,5,coffee,The price is good for these delicious foods.,Price and Value,,False
Annipie @ The Farm,5,coffee,Tables are separated well to encourage social distancing between groups and give ample privacy.,Facilities and Amenities,,False
Annipie Airport View,4,coffee,The food tastes good but serving size is a bit smaller than the usual.,Product Quality,,False
Aloha Kakou Neighborhood Cafe,5,coffee,"The staff were very friendly, the place was clean, and even their CR was unique.",Customer Service,,False
KISOM Atelier,5,matcha,"It's packed with delicious drinks — top-quality matcha, smooth coffee, and even hojicha — plus an irresistible selection of cakes and cookies Overall, it's a solid 10/10.",Product Quality,,False
Starbucks - SM City Davao,5,coffee,"Super approachable ng staff , not too crowded  smiling_face_with_smiling_eyes  …",Customer Service,,False
Green Coffee - Diversion,2,coffee,"However, the customer service consistently leaves much to be desired, particularly with the cashier.",Customer Service,,False
Es.cafe,5,coffee,Not crowded.,Ambiance and Atmosphere,,False
Green Coffee - Marfori,4,coffee,But it would be best if it has more parking spaces for its customers.,Store Operations and Accessibility,,False
Floury Cafe,2,matcha,"We couldn't finish it, and while the staff informed the kitchen, …",Customer Service,,False
Green Coffee - Diversion,5,coffee,"Good coffee place, sweets, pastries, cakes and meals are on their menu.",Product Quality,,False
Craft Coffee,3,coffee,"However, I was somewhat disappointed by the overwhelming sweetness that dominated both the coffee and food offerings.",Product Quality,,False
Space-Arabica,5,coffee,"We love the food and drinks, and the staff are always kind and accommodating.",Product Quality,,False
Matcha Ureshi Bar,5,matcha,best matcha place,Product Quality,,False
Annipie Airport View,5,coffee,The service was always very friendly.,Customer Service,,False
Kafih - Davao,5,coffee,"The ambiance was perfectly inviting, enhancing the whole experience.",Ambiance and Atmosphere,,False
Starbucks - Matina IT Park,5,coffee,"The baristas are polite, organized, and impressively efficient even during busy periods, and they manage the crowd with calm professionalism rather than stress or attitude.",Customer Service,,False
Coffee Hub,5,coffee,"Great coffee/drinks, great atmosphere, great internet, very clean bathroom and friendly staff.",Ambiance and Atmosphere,,False
The Coffee Bar at GMall of Davao,3,coffee,The drinks always hit the spot though.,Product Quality,,False
Starbucks,4,coffee,They have trouble with their wifi,Facilities and Amenities,,False
&Matcha - Three Yards,5,matcha,"And their concept is so different from the other matcha place; the ambiance is so relaxing and aesthetically pleasing, which is a nice place to have good pictures while having the best matcha.",Ambiance and Atmosphere,,False
Coffee Project Mintal,3,coffee,"Reduce of staff makes long waiting times, the quality of the food gone down.",Product Quality,,False
Starbucks - SM City Davao,5,coffee,"Well Starbucks has always been my bias when it comes to my need for a cozy, jazzy, peaceful place to chill.",Ambiance and Atmosphere,,False
KINN & Friends,5,matcha,"I ordered the Hanagi matcha, while my friend got the matcha latte, and both drinks were super smooth and flavorful—not too sweet, just right.",Product Quality,,False
One Corner Coffee Lifestyle and Beyond,5,coffee,All their food and drinks are a hit!,Product Quality,,False
Krispy Kreme Doughnuts® - SM Lanang,2,coffee,you'd get better service at a busy jollibee.,Customer Service,,False
Green Coffee - Marfori,4,coffee,"They also have a fast wifi, so the place is also conducive place to study and learn online.",Facilities and Amenities,,False
The Crazy Bite Co. Sky Cafe,4,coffee,Price/rate :Fair Serving/quantity : 10/10 Presentation :10/10 Taste :8/10,Price and Value,,False
Barok Cafe & Resto,3,coffee,"The food is okay, enough to satisfy your hunger if that's the goal, but it's not something I'd go out of my way for.",Product Quality,,False
Kapeweñoz V. Mapa,5,coffee,one of the best to go coffee in Davao.,Product Quality,,False
Purge Coffee Roaster,5,coffee,The food is great!,Product Quality,,False
Barok Cafe and Resto,5,coffee,"The place is beautiful and very aesthetic, the food is delicious too, love it",Ambiance and Atmosphere,,False
Coffeecat,4,coffee,Good food and service.,Product Quality,,False
The Coffee Cove,4,coffee,Available wall sockets and wifi codes (taped on the counter top) are an added convenience not found in some coffee spots.,Facilities and Amenities,,False
