place_name,rating,shop_type,sentence,TargetAspect,Sentiment,is_synthetic
Kape Kultura,2,coffee,Dikit dikit masyado ang tables. Rinig mo chika ng iba.,Facilities and Amenities,Negative,TRUE
Matcha Mix,1,matcha,Wala man lay basurahan sa gawas for the tissues.,Facilities and Amenities,Negative,TRUE
Morning Brew,1,coffee,No wifi. No data signal. Pano kami mag chat?,Facilities and Amenities,Negative,TRUE
Matcha Daily,2,matcha,"The table we got was wobbly, natapon tuloy kape ko.",Facilities and Amenities,Negative,TRUE
Kape Street,1,coffee,"Basa ang salog sa CR, delikado maka slide.",Facilities and Amenities,Negative,TRUE
Matcha Studio,1,matcha,Guba ang hand dryer tapos wala puy paper towels.,Facilities and Amenities,Negative,TRUE
Coffee Project Dvo,2,coffee,Ang init sa pwesto nila kay naka atubang sa adlaw.,Facilities and Amenities,Negative,TRUE
Matcha Central,1,matcha,Their sockets are broken. Di nag charge phone ko.,Facilities and Amenities,Negative,TRUE
Brew City,1,coffee,"Guba tung isa ka aircon, tiis ganda sa kainit.",Facilities and Amenities,Negative,TRUE
Matcha District,2,matcha,"Grabe ang aso from outside, wa nag work ilang door.",Facilities and Amenities,Negative,TRUE
Kape Hapon,1,coffee,"Walay tabo or bidet sa CR, mag unsa man mi?",Facilities and Amenities,Negative,TRUE
Matcha Factory,1,matcha,No designated smoking area so the smoke goes inside.,Facilities and Amenities,Negative,TRUE
The Beanery,2,coffee,Slowest wifi sa whole Davao. Dili maka play ug video.,Facilities and Amenities,Negative,TRUE
Matcha Loft,1,matcha,"Puno ang basurahan sa CR, nag apaw na ang tissues.",Facilities and Amenities,Negative,TRUE
Kape Lingo,1,coffee,We requested to wipe the table pero ang tagal.,Facilities and Amenities,Negative,TRUE
Matcha Club,2,matcha,"Walay ilaw sa ilang parking lot, medyo scary sa gabi.",Facilities and Amenities,Negative,TRUE
Urban Brew,1,coffee,Init ilang kape pero mas init ilang aircon. Sira ata.,Facilities and Amenities,Negative,TRUE
Matcha Lounge,1,matcha,"Mga chairs nila naay rust, maka guba ug sanina.",Facilities and Amenities,Negative,TRUE
Kape Ora,2,coffee,Baho ug ihi ang palibot sa CR nila. Walay naglimpyo.,Facilities and Amenities,Negative,TRUE
Matcha Craze,1,matcha,Dili pwede mag connect sa wifi ang more than 1 device.,Facilities and Amenities,Negative,TRUE
Local Beans,1,coffee,"Super dirty ng wash area, may mga tirang food.",Facilities and Amenities,Negative,TRUE
Matcha Mood,2,matcha,"Amoy damp ang sulod sa shop, parang kulob.",Facilities and Amenities,Negative,TRUE
Kape Express,1,coffee,Wala silay paki kung walay tubig sa CR. So bad.,Facilities and Amenities,Negative,TRUE
Matcha Blend,1,matcha,"The outdoor tables are dusty, murag wala gi trapohan.",Facilities and Amenities,Negative,TRUE
Brew Brothers,2,coffee,Dili mag lock ang CR! I had to hold the door.,Facilities and Amenities,Negative,TRUE
Matcha Stand,1,matcha,Walay signal pag musulod ka sa cafe nila. Dead spot.,Facilities and Amenities,Negative,TRUE
Kape Natin,1,coffee,"Gamay ilang CR, mag lisod ka ug lihok sa sulod.",Facilities and Amenities,Negative,TRUE
Matcha Sip,2,matcha,"Aircon nila gadala ug abog, hugaw guro ang filter.",Facilities and Amenities,Negative,TRUE
Brewery Dvo,1,coffee,Init pa sa impyerno ilang al fresco. Walay fans jud.,Facilities and Amenities,Negative,TRUE
Matcha Base,1,matcha,"Guba ang mga saksakan, sunog pa yata ang isa.",Facilities and Amenities,Negative,TRUE
Kape Hub,2,coffee,Walay paper towel or anything to dry hands sa CR.,Facilities and Amenities,Negative,TRUE
