place_name,rating,shop_type,sentence,TargetAspect,Sentiment,is_synthetic
Aesthetic Cafe Davao,2,coffee,"Masyadong dikit-dikit ang tables, zero privacy jud kung mag tabi.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,Way lami itambay kay ang alimuot sa ilang second floor.,Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,"Di work-friendly ilang setup, saba tapos gamay ra ang tables.",Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,Vibe check failed. Trying hard ra kaayo na aesthetic unya hugaw ang floor.,Ambiance and Atmosphere,Negative,True
The Glasshouse,1,coffee,"Way lami ang playlist nila, maka duka paminawon.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,2,matcha,Layo ra sa pictures. Pag abot nimo alimuot man diay.,Ambiance and Atmosphere,Negative,True
Kape Dabaw,1,coffee,Dili relaxing kay ang mga tapad saba mag tabing.,Ambiance and Atmosphere,Negative,True
Matcha Loco,2,matcha,"Overcrowded permi, feeling nako nasa merkado ko imbis na cafe.",Ambiance and Atmosphere,Negative,True
Brewed Obrero,1,coffee,"Baho tag-as ang CR nila, maka guba ug mood iduty.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,2,coffee,"Daghan kayg lamok sa ilang al fresco area, grabe!",Ambiance and Atmosphere,Negative,True
Aesthetic Beans,1,coffee,"Gahi kaayo ilang mga bangko, dili madalag dugay na lingkod.",Ambiance and Atmosphere,Negative,True
Matcha Point,2,matcha,"Init kaayo, wala naga function ilang aircon hantod karon.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,1,coffee,Super saba sa gawas unya bati pag soundproofing sa shop.,Ambiance and Atmosphere,Negative,True
Ecoland Cafe,2,coffee,Dili conducive for online meetings kay banha ang background.,Ambiance and Atmosphere,Negative,True
The Glasshouse,1,coffee,"Puro porma lang jud, walay chill factor ang place.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Kusog kaayo ang tugtog, di nalang ta mag sturya ani.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,"Too crowded and noisy, dili ko mubalik diria.",Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,"Huot kaayo ang agianan, mag sige rag bangga ang mga tao.",Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,Suffocating kay wala silay proper ventilation sa kusina.,Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,"Di masabtan ang music, saba kaayo sa dalunggan.",Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,Puro aesthetic pero murag sauna ang kainit sa sulod!,Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,Saba ang mga istudyante na naga dula og cards sa pikas table.,Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,"It’s too dark to even read my notes, sayang lang.",Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,"Cramped kaayo ang space, dili comfy i-stay for long hours.",Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Wala juy hangin, daot ilang ac tapos puno og tao.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Medyo baho ang ilahang sofa, murag wa na limpyuhi.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,Not an ideal place to chill kay super alingugngug.,Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,Puro aesthetic display pero ang ambiance murag fast food chain ka saba.,Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,"Way privacy, makadungog naka sa chika sa pikas table.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,"Dili relaxing, sakit sa ulo ilang neon lights.",Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,"Saba ang kalsada and open air sila, walay peace of mind.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Sobrang init, murag di kapehan kundi pugon sa kainit.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,Daghan lang aesthetic plants pero huot kaayo ang agianan.,Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,The vibe is too chaotic for a supposedly chill cafe.,Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Init kaayo banda sa window seats, wa silay blinds.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Bati ilang playlist, maka wala og gana mag stay.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,"Saba ang mga bata na naga dagan-dagan, wa gibawal sa staff.",Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,Trying hard to be cozy pero cramped and noisy in reality.,Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,"Ang baho sa gawas musulod, makawala sa kape vibe.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,"Gahi ra kaayo ilang mga chairs, di pang dugay na tambay.",Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,"Overwhelming kaayo ang amoy sa ilang cleaning chemicals, sakit sa ilong.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Dikit-dikit ang tables, murag sardinas ta dre.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,"Saba kaayo ang blender nila, makurat ka permi.",Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,"Walay exhaust, puro aso sa pagluto ang ambiance.",Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Very unwelcoming atmosphere, parang gusto ka nila papahawaon dayon.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Di ko maka concentrate, the music is too distracting.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,"Place is too dark, lisod kaayo mag type sa laptop.",Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,Aesthetic lang sa IG pero the place is loud and chaotic.,Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,"Super init sa ilahang taas na part, wa nay hangin.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,"Pwerte sabaha sa mga crew, ga syagitay lang sa counter.",Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,"Bati og ambiance, murag waiting area sa hospital ka boring.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Crowded na kaayo by 3 PM, di na ka makaginhawa.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,They play club music sa coffee shop. Bati kaayo ug vibe.,Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,"Alimuot kaayo, daot siguro ilang isa ka aircon.",Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Saba ang dalan, wala silay proper sound insulation.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Nag sige rag balik ang kanta, maka irita na kadugayan.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,I-improve unta nila ang lighting kay ngitngit jud kaayo.,Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,"Not aesthetically pleasing sa personal, untidy and noisy.",Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,"Puro ra porma, pwerte rabang inita sa ilang lounge area.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,Saba ang nag dula ug mobile legends sa pikas table.,Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,"Gamay kaayo ang lugar, feeling nako magka takdanay mi ug ubo.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Di nako bet ang vibe, grabe ka banha and disorganized.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,Uncomfortable kaayo ang ilahang mga bar stools.,Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,"Baho og kulob ang ilahang meeting room, walay hangin.",Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Murag discohan ang sounds, sakit sa dunggan.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Dili chill ang ambiance, pirmi nagdali ang mga tao.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,Walay ma tarong na space para mag trabaho ng malinaw.,Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,Aesthetic daw pero hugaw ang tables ug init.,Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,"Kusog kaayo ilahang music, wa na tay peace of mind.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,"Saba kaayo ang mga tapad, walay etiquette.",Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,"Bati ang temperature control, init pa sa gawas usahay.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Di ko kasabot sa ambiance nila, puro gubot.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,"Guba ilang suga ga flicker-flicker, sakit sa mata mag tuon.",Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,"It felt cramped and unwelcoming, sayang ang bayad.",Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Ngitngit kaayo didto sa likod na banda, di makabasa.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,Walay kwenta ang aesthetic kung grabe ka alimuot.,Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,"Bad music choice, nakakawalang gana mag kape.",Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,"Suffocating kay puno always ang venue, walay exhaust fan.",Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,"Saba kaayo murag palengke, di conducive for studying.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,"Di ko feel ang vibe nila, too loud and commercialized.",Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,"Nag tipid man siguro sila sa aircon, pamalhas ko sa sulod.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Overrated ang place, ang tinuod kay hugaw ug saba.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,"Grabe ang kabanha, dili gyud para sa mga naga work.",Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,"Aesthetic man pero init kaayo, way gamit ilang fans.",Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Bati ang ilang seats, sakit sa likod if mag dugay.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Baho og pintura ang sulod, nakakalipong ang smell.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,"Pang picture ra siya, pero the place is loud and uncomfortable.",Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,So crowded that you can't even have a quiet conversation.,Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,Puro aesthetic pero fail sa comfort and temperature.,Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,Saba kay ga dungan ang music ug ang saba sa mga tao.,Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,Di work friendly kay saba and bati ang lights.,Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Alingugngug kaayo ang ilang kapehan, not recommended for focusing.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,"It's cramped, dark, and smells weird inside.",Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,Pangit ang vibe kay ga share kag table sa sobra ka huot.,Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Not ideal, super noisy and walay relaxing background music.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Init kaayo ilang pwesto sa hapon, walay shade.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,"Masyado saba tungod sa echo sa sulod, bati design.",Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,"Maka labad sa ulo ilang music, kusog ra jud.",Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,"Puro hype lang, alimuot unya dili conducive mag work.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,Dikit-dikit ang bangko mao na walay privacy at all.,Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,"Ngitngit na, alingugngug pa jud tungod sa kadaghan tao.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Wa silay music, madungog nimo chika sa tanan table, super awkward.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,"Puro aesthetic, walay hangin. Mag mantika gyud imong face.",Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,"The chairs are too hard, murag di ka pa stayhon.",Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"Grabe kabanha ang kalsada sa gawas, madungog hangtud sulod.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Dili magkadimao ang ambiance nila, chaotic kaayo and noisy.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,Sakit sa ilong ang amoy sa ilang CR na open ra.,Ambiance and Atmosphere,Negative,True
Matcha Loco,1,matcha,"Too bright ang ilaw, sakit sa mata murag sa hospital.",Ambiance and Atmosphere,Negative,True
Brewed Obrero,2,coffee,"Grabe saba, dili maka tuon bisan mag earphones pa.",Ambiance and Atmosphere,Negative,True
Vibes Cafe,1,coffee,Alimuot kaayo kay sigeg abli-sira ang ilang main door.,Ambiance and Atmosphere,Negative,True
Aesthetic Beans,2,coffee,"Puro aesthetic ra ni, dili conducive for remote work gyud.",Ambiance and Atmosphere,Negative,True
Matcha Point,1,matcha,"Wala juy proper ventilation, init ug kulob ang feeling.",Ambiance and Atmosphere,Negative,True
Poblacion Brews,2,coffee,"Too crowded by lunch time, dili nalang ko mopadayon.",Ambiance and Atmosphere,Negative,True
Ecoland Cafe,1,coffee,"Dili man lami paminawon ilang playlist, murag pampatulog ra.",Ambiance and Atmosphere,Negative,True
The Glasshouse,2,coffee,"No peaceful vibe at all, everything is just noise and heat.",Ambiance and Atmosphere,Negative,True
Matcha Vibes,1,matcha,"Saba kaayo maghugas og plato mga staff, madunggan sa area.",Ambiance and Atmosphere,Negative,True
Kape Dabaw,2,coffee,"Bati ang airflow sa sulod, mag huot inyong mga ginhawa.",Ambiance and Atmosphere,Negative,True
Brew Davao,1,coffee,"Guba ilang aircon, init kaayo sa sulod murag oven.",Facilities and Amenities,Negative,True
Matcha Vibes,2,matcha,Walay tissue sa CR tapos baho pa jud.,Facilities and Amenities,Negative,True
Kape Lokal,1,coffee,Bawal mag charge sa laptop. Unsaon pag work ani?,Facilities and Amenities,Negative,True
Green Sip,2,matcha,"Hinay kaayo ang wifi, di maka load ug basic na page.",Facilities and Amenities,Negative,True
Obrero Beans,1,coffee,No parking at all. Had to park 2 blocks away.,Facilities and Amenities,Negative,True
Davao Cafe,2,coffee,"Dami lamok sa al fresco area nila, walay fan man lang.",Facilities and Amenities,Negative,True
Minku Matcha,1,matcha,Sira ang flush sa comfort room nila. Yikes.,Facilities and Amenities,Negative,True
South Beans,1,coffee,Hurot na daw ang wifi voucher. Sayang lang among pag adto.,Facilities and Amenities,Negative,True
Matcha Corner,2,matcha,"Init kaayo, walay aircon. Not recommended for studying.",Facilities and Amenities,Negative,True
Kape Diaries,1,coffee,"Hugaw ang tables, dili gina tarong ug limpyo sa staff.",Facilities and Amenities,Negative,True
Zen Matcha,2,matcha,"Walay bidet sa ilang CR, no tissue also.",Facilities and Amenities,Negative,True
City Brew,1,coffee,They only have 1 socket sa whole cafe. Hassle kaayo.,Facilities and Amenities,Negative,True
Matcha House,1,matcha,"Mabaho ang CR, amoy ihi hanggang sa counter.",Facilities and Amenities,Negative,True
Cafe Uno,2,coffee,"Super init sa second floor, di keri mag stay dugay.",Facilities and Amenities,Negative,True
Beanery Dvo,1,coffee,Wifi keeps disconnecting every 5 mins. Very frustrating.,Facilities and Amenities,Negative,True
Leaf & Bean,1,matcha,"Luod ilang CR, walay hand soap and water is very hina.",Facilities and Amenities,Negative,True
The Coffee Bar,2,coffee,Puno pirmi ilang parking space kay gamay ra kaayo.,Facilities and Amenities,Negative,True
Matcha Haven,1,matcha,"Guba ilang mga chairs, medyo wobbly and delikado.",Facilities and Amenities,Negative,True
Poblacion Kape,2,coffee,"Grabe kagamay sa space, sikit sikit kaayo ang mga tables.",Facilities and Amenities,Negative,True
Matcha Dvo,1,matcha,No wifi available. Sabi sa page meron daw.,Facilities and Amenities,Negative,True
Daily Brew,1,coffee,"Sakit sa likod ilang mga bangko, not for long hours.",Facilities and Amenities,Negative,True
Green Tea Hub,2,matcha,Di nagana ang outlet na gi assign sa amoa.,Facilities and Amenities,Negative,True
Espresso Dvo,1,coffee,"Baho ilong sa sulod, walay exhaust ang ilang kitchen.",Facilities and Amenities,Negative,True
Matcha Fix,1,matcha,Dugyot ang toilet bowl. Wala jud gi maintain.,Facilities and Amenities,Negative,True
Kape Juan,2,coffee,"Super slow wifi connection, nag data na lang ko.",Facilities and Amenities,Negative,True
Matcha Co.,1,matcha,"Alimoot kaayo sa ilang outdoor setup, walang electric fan.",Facilities and Amenities,Negative,True
Brewers Hub,1,coffee,The aircon is dripping water sa among table.,Facilities and Amenities,Negative,True
Matina Brews,2,coffee,Poor ventilation. Amoy kape na sunog pag gawas nimo.,Facilities and Amenities,Negative,True
Cafe Dos,1,coffee,"Patay patay ang wifi, makasapot mag tuon diri.",Facilities and Amenities,Negative,True
Green Leaf,2,matcha,Daming langaw sa pwesto namin. Very unhygienic tignan.,Facilities and Amenities,Negative,True
Kape Zone,1,coffee,They only allow 1 hour of wifi. Bitin kaayo.,Facilities and Amenities,Negative,True
Matcha Hub,1,matcha,"Only one comfort room for all customers, grabe ang pila.",Facilities and Amenities,Negative,True
Street Brew,2,coffee,Wa juy parking. Gi ticketan tuloy akong sakyanan sa gawas.,Facilities and Amenities,Negative,True
Matcha Box,1,matcha,Tulo tulo ang atop pag ulan. Nabasa among laptops.,Facilities and Amenities,Negative,True
Cafe Tres,2,coffee,"Guba ang door knob sa CR, makulbaan ka ma lock-in.",Facilities and Amenities,Negative,True
Mug & Bean,1,coffee,No sockets on most tables. Dili pwede mag work.,Facilities and Amenities,Negative,True
Matcha Stop,1,matcha,Init jud kaayo kay isa ra ang aircon na ga andar.,Facilities and Amenities,Negative,True
Corner Kape,2,coffee,Baho og imburnal dapit sa amoang table. Sayang lang.,Facilities and Amenities,Negative,True
Tea & Matcha,1,matcha,Ilang wifi naay password pero di ginahatag kung di mangayo.,Facilities and Amenities,Negative,True
Night Brew,1,coffee,Clogged ang sink sa ilang washroom. Luod kaayo.,Facilities and Amenities,Negative,True
Matcha Lab,2,matcha,"Medyo hugaw ang floor, daghan pa tissue nag kalat.",Facilities and Amenities,Negative,True
Kape Sikat,1,coffee,Walay mirror sa CR ug ngitngit kaayo ang suga.,Facilities and Amenities,Negative,True
Pure Matcha,1,matcha,"The chairs are made of metal, sakit kaayo sa lubot.",Facilities and Amenities,Negative,True
Brew Stop,2,coffee,Hina ang aircon. Singot kaayo ko nag inom ug kape.,Facilities and Amenities,Negative,True
Matcha Room,1,matcha,Nag brownout tapos wala silay generator. Init kaayo.,Facilities and Amenities,Negative,True
Kape Bar,1,coffee,Limited ra ang sockets nila. Mag ilog pa ang customers.,Facilities and Amenities,Negative,True
The Matcha Co,2,matcha,"Dugyot ang al fresco, daghang upos sa sigarilyo sa sawg.",Facilities and Amenities,Negative,True
Davao Beans,1,coffee,Naay langaw sa sulod kay guba ilang door closer.,Facilities and Amenities,Negative,True
Matcha Cafe,1,matcha,Basag na ilang mga plates and cups. Not presentable.,Facilities and Amenities,Negative,True
Kape Tayo,2,coffee,"Sira yung isang toilet, tapos ang dumi pa ng isa.",Facilities and Amenities,Negative,True
Zen Tea,1,matcha,"Walay signal sa sulod, unya wala pajuy wifi na tarong.",Facilities and Amenities,Negative,True
Cafe Quatro,1,coffee,Medyo crowded tapos walay harang ang tables. No privacy.,Facilities and Amenities,Negative,True
Matcha Brew,2,matcha,"Ngitngit ang cafe, sakit sa mata mag basa.",Facilities and Amenities,Negative,True
Kape Davao,1,coffee,"Super baho ng CR nila, amoy kanal.",Facilities and Amenities,Negative,True
Matcha Works,1,matcha,You have to pay extra for the wifi voucher. Scam.,Facilities and Amenities,Negative,True
Brew Space,2,coffee,"Di mu gana ilang wifi sa Mac, ambot ngano.",Facilities and Amenities,Negative,True
Matcha Place,1,matcha,Only 2 parking slots. Nag park ko sa pikas kanto.,Facilities and Amenities,Negative,True
Kape Vibe,1,coffee,Mga lamok dagko kaayo sa ilawom sa table.,Facilities and Amenities,Negative,True
Matcha Station,2,matcha,Aircon is not cooling at all. Ga fan ra mi.,Facilities and Amenities,Negative,True
Cafe Cino,1,coffee,Hurot na daw ilang tubig sa CR. No flush!,Facilities and Amenities,Negative,True
Green Drop,1,matcha,"Guba na ang cushion sa mga sofa, lubog na kaayo.",Facilities and Amenities,Negative,True
Kape Kultura,2,coffee,Dikit dikit masyado ang tables. Rinig mo chika ng iba.,Facilities and Amenities,Negative,True
Matcha Mix,1,matcha,Wala man lay basurahan sa gawas for the tissues.,Facilities and Amenities,Negative,True
Morning Brew,1,coffee,No wifi. No data signal. Pano kami mag chat?,Facilities and Amenities,Negative,True
Matcha Daily,2,matcha,"The table we got was wobbly, natapon tuloy kape ko.",Facilities and Amenities,Negative,True
Kape Street,1,coffee,"Basa ang salog sa CR, delikado maka slide.",Facilities and Amenities,Negative,True
Matcha Studio,1,matcha,Guba ang hand dryer tapos wala puy paper towels.,Facilities and Amenities,Negative,True
Coffee Project Dvo,2,coffee,Ang init sa pwesto nila kay naka atubang sa adlaw.,Facilities and Amenities,Negative,True
Matcha Central,1,matcha,Their sockets are broken. Di nag charge phone ko.,Facilities and Amenities,Negative,True
Brew City,1,coffee,"Guba tung isa ka aircon, tiis ganda sa kainit.",Facilities and Amenities,Negative,True
Matcha District,2,matcha,"Grabe ang aso from outside, wa nag work ilang door.",Facilities and Amenities,Negative,True
Kape Hapon,1,coffee,"Walay tabo or bidet sa CR, mag unsa man mi?",Facilities and Amenities,Negative,True
Matcha Factory,1,matcha,No designated smoking area so the smoke goes inside.,Facilities and Amenities,Negative,True
The Beanery,2,coffee,Slowest wifi sa whole Davao. Dili maka play ug video.,Facilities and Amenities,Negative,True
Matcha Loft,1,matcha,"Puno ang basurahan sa CR, nag apaw na ang tissues.",Facilities and Amenities,Negative,True
Kape Lingo,1,coffee,We requested to wipe the table pero ang tagal.,Facilities and Amenities,Negative,True
Matcha Club,2,matcha,"Walay ilaw sa ilang parking lot, medyo scary sa gabi.",Facilities and Amenities,Negative,True
Urban Brew,1,coffee,Init ilang kape pero mas init ilang aircon. Sira ata.,Facilities and Amenities,Negative,True
Matcha Lounge,1,matcha,"Mga chairs nila naay rust, maka guba ug sanina.",Facilities and Amenities,Negative,True
Kape Ora,2,coffee,Baho ug ihi ang palibot sa CR nila. Walay naglimpyo.,Facilities and Amenities,Negative,True
Matcha Craze,1,matcha,Dili pwede mag connect sa wifi ang more than 1 device.,Facilities and Amenities,Negative,True
Local Beans,1,coffee,"Super dirty ng wash area, may mga tirang food.",Facilities and Amenities,Negative,True
Matcha Mood,2,matcha,"Amoy damp ang sulod sa shop, parang kulob.",Facilities and Amenities,Negative,True
Kape Express,1,coffee,Wala silay paki kung walay tubig sa CR. So bad.,Facilities and Amenities,Negative,True
Matcha Blend,1,matcha,"The outdoor tables are dusty, murag wala gi trapohan.",Facilities and Amenities,Negative,True
Brew Brothers,2,coffee,Dili mag lock ang CR! I had to hold the door.,Facilities and Amenities,Negative,True
Matcha Stand,1,matcha,Walay signal pag musulod ka sa cafe nila. Dead spot.,Facilities and Amenities,Negative,True
Kape Natin,1,coffee,"Gamay ilang CR, mag lisod ka ug lihok sa sulod.",Facilities and Amenities,Negative,True
Matcha Sip,2,matcha,"Aircon nila gadala ug abog, hugaw guro ang filter.",Facilities and Amenities,Negative,True
Brewery Dvo,1,coffee,Init pa sa impyerno ilang al fresco. Walay fans jud.,Facilities and Amenities,Negative,True
Matcha Base,1,matcha,"Guba ang mga saksakan, sunog pa yata ang isa.",Facilities and Amenities,Negative,True
Kape Hub,2,coffee,Walay paper towel or anything to dry hands sa CR.,Facilities and Amenities,Negative,True
Kape Obrero,2,coffee,"Mahal kaayo ang drinks, di worth it for the price.",Price and Value,Negative,True
Matcha Matina,1,matcha,Overpriced sya para sa gamay na serving ng matcha.,Price and Value,Negative,True
Torres Brews,2,coffee,Not worth the price jud ang kape nila dri.,Price and Value,Negative,True
Lanang Matcha House,2,matcha,Pricey for a matcha place in Davao City.,Price and Value,Negative,True
Davao Kape,1,coffee,Grabe ka mahal ang drinks di man lami.,Price and Value,Negative,True
Buhangin Brew,1,matcha,Mahal masyado tapos puro yelo lang ang matcha latte.,Price and Value,Negative,True
Ecoland Coffee Co,2,coffee,Dili reasonable ang price sa ila pastries and drinks.,Price and Value,Negative,True
Kape Obrero,2,coffee,Lami unta kaso murag overpriced ra jud kaayo sya.,Price and Value,Negative,True
Cafe Agdao,1,coffee,Too expensive for a standard iced latte.,Price and Value,Negative,True
Roxas Beans,2,coffee,Gamay ra ang serving size for its price.,Price and Value,Negative,True
Torres Brews,2,coffee,Medyo pricey sya and dili makatarungan ang lasa.,Price and Value,Negative,True
Lanang Matcha House,1,matcha,Sayang ang kwarta dili worth it ilang food.,Price and Value,Negative,True
Ecoland Coffee Co,2,coffee,"Mahal kaayo ilang food, dili pang student budget.",Price and Value,Negative,True
Matcha Matina,1,matcha,"Overpriced jud siya, dili nako mubalik.",Price and Value,Negative,True
Davao Kape,2,coffee,The drink feels overpriced for what it actually delivers.,Price and Value,Negative,True
Buhangin Brew,2,coffee,"Food is expensive too, murag Manila rate na siya.",Price and Value,Negative,True
