place_name,latitude,longitude,rating,review_text,shop_type,clean_review,sentence,TargetAspect
"10,000 Reasons Cafe",7.067546,125.6132867,5,"There are some good reasons to go here, maybe not 10,000, but still some good ones. It's clean, comfortable, spacious, well decorated, great views from outside(5th floor), good food, good coffee, helpful friendly staff, free WiFi and clean CR. Went here on a Saturday morning around 10 for coffee and breakfast. We ordered the Durian Cappuccino, White Chocolate Macadamia Latte, Bacon and Egg, Pork Tocino with Egg and a Chocolate Almond Muffin. The Durian Cappuccino was uniquely bold and flavorful while the White Chocolate Macadamia Latte was smooth lightly sweetened. Both meals were well prepared and delicious and the muffin really topped off the meal being sweet and moist. This was really a good experience and worth giving a try. Enjoy!",coffee,"There are some good reasons to go here, maybe not 10,000, but still some good ones. It's clean, comfortable, spacious, well decorated, great views from outside(5th floor), good food, good coffee, helpful friendly staff, free WiFi and clean CR. Went here on a Saturday morning around 10 for coffee and breakfast. We ordered the Durian Cappuccino, White Chocolate Macadamia Latte, Bacon and Egg, Pork Tocino with Egg and a Chocolate Almond Muffin. The Durian Cappuccino was uniquely bold and flavorful while the White Chocolate Macadamia Latte was smooth lightly sweetened. Both meals were well prepared and delicious and the muffin really topped off the meal being sweet and moist. This was really a good experience and worth giving a try. Enjoy!","We ordered the Durian Cappuccino, White Chocolate Macadamia Latte, Bacon and Egg, Pork Tocino with Egg and a Chocolate Almond Muffin.",Product Quality
"10,000 Reasons Cafe",7.067546,125.6132867,5,"There are some good reasons to go here, maybe not 10,000, but still some good ones. It's clean, comfortable, spacious, well decorated, great views from outside(5th floor), good food, good coffee, helpful friendly staff, free WiFi and clean CR. Went here on a Saturday morning around 10 for coffee and breakfast. We ordered the Durian Cappuccino, White Chocolate Macadamia Latte, Bacon and Egg, Pork Tocino with Egg and a Chocolate Almond Muffin. The Durian Cappuccino was uniquely bold and flavorful while the White Chocolate Macadamia Latte was smooth lightly sweetened. Both meals were well prepared and delicious and the muffin really topped off the meal being sweet and moist. This was really a good experience and worth giving a try. Enjoy!",coffee,"There are some good reasons to go here, maybe not 10,000, but still some good ones. It's clean, comfortable, spacious, well decorated, great views from outside(5th floor), good food, good coffee, helpful friendly staff, free WiFi and clean CR. Went here on a Saturday morning around 10 for coffee and breakfast. We ordered the Durian Cappuccino, White Chocolate Macadamia Latte, Bacon and Egg, Pork Tocino with Egg and a Chocolate Almond Muffin. The Durian Cappuccino was uniquely bold and flavorful while the White Chocolate Macadamia Latte was smooth lightly sweetened. Both meals were well prepared and delicious and the muffin really topped off the meal being sweet and moist. This was really a good experience and worth giving a try. Enjoy!",The Durian Cappuccino was uniquely bold and flavorful while the White Chocolate Macadamia Latte was smooth lightly sweetened.,Product Quality
"10,000 Reasons Cafe",7.067546,125.6132867,5,"The staffs are welcoming and the atmosphere is great. Perfect for college students and group works. Also, as an introvert, it's a perfect place to be alone because you have your own space.",coffee,"The staffs are welcoming and the atmosphere is great. Perfect for college students and group works. Also, as an introvert, it's a perfect place to be alone because you have your own space.",The staffs are welcoming and the atmosphere is great.,Ambiance and Atmosphere
"10,000 Reasons Cafe",7.067546,125.6132867,5,"The staffs are welcoming and the atmosphere is great. Perfect for college students and group works. Also, as an introvert, it's a perfect place to be alone because you have your own space.",coffee,"The staffs are welcoming and the atmosphere is great. Perfect for college students and group works. Also, as an introvert, it's a perfect place to be alone because you have your own space.","Also, as an introvert, it's a perfect place to be alone because you have your own space.",Facilities and Amenities
"10,000 Reasons Cafe",7.067546,125.6132867,5,"Seriously loved this cafe! It's so cute and peaceful, perfect for hanging out with friends. The food was delicious, and that strawberry drink? To die for! Highly recommend.",coffee,"Seriously loved this cafe! It's so cute and peaceful, perfect for hanging out with friends. The food was delicious, and that strawberry drink? To die for! Highly recommend.","The food was delicious, and that strawberry drink?",Product Quality
"10,000 Reasons Cafe",7.067546,125.6132867,5,"This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork. The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions. The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.",coffee,"This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork. The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions. The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.","This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork.",Ambiance and Atmosphere
"10,000 Reasons Cafe",7.067546,125.6132867,5,"This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork. The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions. The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.",coffee,"This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork. The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions. The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.","The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions.",Facilities and Amenities
"10,000 Reasons Cafe",7.067546,125.6132867,5,"This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork. The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions. The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.",coffee,"This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork. The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions. The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.","The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.",Ambiance and Atmosphere
"10,000 Reasons Cafe",7.067546,125.6132867,5,"This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork. The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions. The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.",coffee,"This place is a really good spot for studying, especially for students who need a quiet and comfortable environment to focus on their schoolwork. The Wi-Fi connection is strong, stable, and fast, which makes it very convenient for online classes, research, and completing assignments without interruptions. The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.","The atmosphere is relaxing and not too noisy, so it is easy to concentrate for long hours.",Store Operations and Accessibility
"10,000 Reasons Cafe",7.067546,125.6132867,5,"It is a cozy place with fast Wi-Fi, making it very ideal for studying. The male and female restrooms are also separate, and the drinks taste great!❤️",coffee,"It is a cozy place with fast Wi-Fi, making it very ideal for studying. The male and female restrooms are also separate, and the drinks taste great! red_heart ","The male and female restrooms are also separate, and the drinks taste great!",Product Quality
"10,000 Reasons Cafe",7.067546,125.6132867,5,"Absolutely loved this café! Everything was fresh, the drinks were amazing, and the service was exceptional. 10/10!",coffee,"Absolutely loved this café! Everything was fresh, the drinks were amazing, and the service was exceptional. 10/10!","Everything was fresh, the drinks were amazing, and the service was exceptional.",Product Quality
"10,000 Reasons Cafe",7.067546,125.6132867,5,"Absolutely loved this café! Everything was fresh, the drinks were amazing, and the service was exceptional. 10/10!",coffee,"Absolutely loved this café! Everything was fresh, the drinks were amazing, and the service was exceptional. 10/10!","Everything was fresh, the drinks were amazing, and the service was exceptional.",Customer Service
121 cafe,7.0558282,125.5463179,5,"Great bread, would absolutely try again. The price is also very affordable for such a great quality bread.",coffee,"Great bread, would absolutely try again. The price is also very affordable for such a great quality bread.",The price is also very affordable for such a great quality bread.,Price and Value
121 cafe,7.0558282,125.5463179,5,"If you're looking for a cozy spot to relax and enjoy some quality time, 121 Cafe is your go-to destination. Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service. Recommended!!!",coffee,"If you're looking for a cozy spot to relax and enjoy some quality time, 121 Cafe is your go-to destination. Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service. Recommended!!!","Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service.",Product Quality
121 cafe,7.0558282,125.5463179,5,"If you're looking for a cozy spot to relax and enjoy some quality time, 121 Cafe is your go-to destination. Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service. Recommended!!!",coffee,"If you're looking for a cozy spot to relax and enjoy some quality time, 121 Cafe is your go-to destination. Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service. Recommended!!!","Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service.",Customer Service
121 cafe,7.0558282,125.5463179,5,"If you're looking for a cozy spot to relax and enjoy some quality time, 121 Cafe is your go-to destination. Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service. Recommended!!!",coffee,"If you're looking for a cozy spot to relax and enjoy some quality time, 121 Cafe is your go-to destination. Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service. Recommended!!!","Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service.",Ambiance and Atmosphere
121 cafe,7.0558282,125.5463179,5,"If you're looking for a cozy spot to relax and enjoy some quality time, 121 Cafe is your go-to destination. Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service. Recommended!!!",coffee,"If you're looking for a cozy spot to relax and enjoy some quality time, 121 Cafe is your go-to destination. Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service. Recommended!!!","Nestled in a convenient location, this charming cafe offers a perfect blend of ambiance, delightful food, and exceptional service.",Store Operations and Accessibility
121 cafe,7.0558282,125.5463179,5,"Pagka lamiay sa ensaimada! back to back customer here! Never failed to satisfy my cravings. Maayo ang customer service ni Owner, very approachable and friendly. Thank you po!",coffee,"Pagka lamiay sa ensaimada! back to back customer here! Never failed to satisfy my cravings. Maayo ang customer service ni Owner, very approachable and friendly. Thank you po!",Pagka lamiay sa ensaimada!,Product Quality
121 cafe,7.0558282,125.5463179,5,"Pagka lamiay sa ensaimada! back to back customer here! Never failed to satisfy my cravings. Maayo ang customer service ni Owner, very approachable and friendly. Thank you po!",coffee,"Pagka lamiay sa ensaimada! back to back customer here! Never failed to satisfy my cravings. Maayo ang customer service ni Owner, very approachable and friendly. Thank you po!","Maayo ang customer service ni Owner, very approachable and friendly.",Customer Service
121 cafe,7.0558282,125.5463179,5,Bang for the buck! Sure gyud nga high quality and wa gi tipid ilang ingredients. Now I must visit this spot.,coffee,Bang for the buck! Sure gyud nga high quality and wa gi tipid ilang ingredients. Now I must visit this spot.,Sure gyud nga high quality and wa gi tipid ilang ingredients.,Price and Value
121 cafe,7.0558282,125.5463179,5,"The food you order here is so delicious and worth it, especially the Cinnamon Bread and Tuna Sandwich, I'll forget your name. But of course, satisfied customers here. Their orders are very affordable.",coffee,"The food you order here is so delicious and worth it, especially the Cinnamon Bread and Tuna Sandwich, I'll forget your name. But of course, satisfied customers here. Their orders are very affordable.","The food you order here is so delicious and worth it, especially the Cinnamon Bread and Tuna Sandwich, I'll forget your name.",Product Quality
121 cafe,7.0558282,125.5463179,5,"The food you order here is so delicious and worth it, especially the Cinnamon Bread and Tuna Sandwich, I'll forget your name. But of course, satisfied customers here. Their orders are very affordable.",coffee,"The food you order here is so delicious and worth it, especially the Cinnamon Bread and Tuna Sandwich, I'll forget your name. But of course, satisfied customers here. Their orders are very affordable.",Their orders are very affordable.,Price and Value
121 cafe,7.0558282,125.5463179,5,"Solid, pocket-friendly, and TASTEFUL! Must Try, TUNA SANDWHICH and CINNAMON BUN!!",coffee,"Solid, pocket-friendly, and TASTEFUL! Must Try, TUNA SANDWHICH and CINNAMON BUN!!","Solid, pocket-friendly, and TASTEFUL!",Customer Service
1:35 Brew,7.0200377,125.4945222,5,"Great little cafe with a cozy and welcoming atmosphere. The coffee was really good, and I loved how comfortable the place felt. Definitely a spot I'd come back to again!",coffee,"Great little cafe with a cozy and welcoming atmosphere. The coffee was really good, and I loved how comfortable the place felt. Definitely a spot I'd come back to again!",Great little cafe with a cozy and welcoming atmosphere.,Ambiance and Atmosphere
1:35 Brew,7.0200377,125.4945222,5,"Great little cafe with a cozy and welcoming atmosphere. The coffee was really good, and I loved how comfortable the place felt. Definitely a spot I'd come back to again!",coffee,"Great little cafe with a cozy and welcoming atmosphere. The coffee was really good, and I loved how comfortable the place felt. Definitely a spot I'd come back to again!","The coffee was really good, and I loved how comfortable the place felt.",Product Quality
1:35 Brew,7.0200377,125.4945222,5,"Great coffee, great service, and a great atmosphere. Will definitely be back.",coffee,"Great coffee, great service, and a great atmosphere. Will definitely be back.","Great coffee, great service, and a great atmosphere.",Product Quality
1:35 Brew,7.0200377,125.4945222,5,"Great coffee, great service, and a great atmosphere. Will definitely be back.",coffee,"Great coffee, great service, and a great atmosphere. Will definitely be back.","Great coffee, great service, and a great atmosphere.",Customer Service
1:35 Brew,7.0200377,125.4945222,5,"Great coffee, great service, and a great atmosphere. Will definitely be back.",coffee,"Great coffee, great service, and a great atmosphere. Will definitely be back.","Great coffee, great service, and a great atmosphere.",Ambiance and Atmosphere
1:35 Brew,7.0200377,125.4945222,5,"Their food and drinks are delicious and it's a nice place for a date and it's cheap, hehe",coffee,"Their food and drinks are delicious and it's a nice place for a date and it's cheap, hehe","Their food and drinks are delicious and it's a nice place for a date and it's cheap, hehe",Product Quality
1:35 Brew,7.0200377,125.4945222,5,"Their food and drinks are delicious and it's a nice place for a date and it's cheap, hehe",coffee,"Their food and drinks are delicious and it's a nice place for a date and it's cheap, hehe","Their food and drinks are delicious and it's a nice place for a date and it's cheap, hehe",Price and Value
19TH DOSE CAFE,7.1463884,125.5763967,5,We tried the Vietnamese Latte and the Dirty Matcha Latte. They were really good!,coffee,We tried the Vietnamese Latte and the Dirty Matcha Latte. They were really good!,We tried the Vietnamese Latte and the Dirty Matcha Latte.,Product Quality
444 Coffee,7.0821899,125.6053264,5,loved the smooth spanish latte and the unique blueberry cinnamon. both are a must-try! 🧡,coffee,loved the smooth spanish latte and the unique blueberry cinnamon. both are a must-try!  orange_heart ,loved the smooth spanish latte and the unique blueberry cinnamon.,Product Quality
444 Coffee,7.0821899,125.6053264,5,I love their coffee. 💕 The place is so aesthetic and cozy.,coffee,I love their coffee.  two_hearts  The place is so aesthetic and cozy.,I love their coffee.,Product Quality
444 Coffee,7.0821899,125.6053264,5,I love their coffee. 💕 The place is so aesthetic and cozy.,coffee,I love their coffee.  two_hearts  The place is so aesthetic and cozy.,two_hearts  The place is so aesthetic and cozy.,Ambiance and Atmosphere
444 Coffee,7.0821899,125.6053264,5,Asked barista for order suggestion and recommendation was on point with what I wanted to try ✨,coffee,Asked barista for order suggestion and recommendation was on point with what I wanted to try  sparkles ,Asked barista for order suggestion and recommendation was on point with what I wanted to try  sparkles,Customer Service
444 Coffee,7.0821899,125.6053264,5,Coffee that actually hits!! Love their sea salt spanish latte 💯 …,coffee,Coffee that actually hits!! Love their sea salt spanish latte  hundred_points  …,Coffee that actually hits!!,Product Quality
444 Coffee,7.0821899,125.6053264,5,Coffee that actually hits!! Love their sea salt spanish latte 💯 …,coffee,Coffee that actually hits!! Love their sea salt spanish latte  hundred_points  …,Love their sea salt spanish latte  hundred_points  …,Product Quality
444 Coffee,7.0821899,125.6053264,5,I love their Matcha and coffee,coffee,I love their Matcha and coffee,I love their Matcha and coffee,Product Quality
444 Coffee,7.0821899,125.6053264,4,"tried this new coffee shop in the late afternoon and it wasn't too busy. the staff were very accommodating and gave great recommendations for their drinks and pastries. i got the ichiban matcha (7/10), which had a gentle bold and grassy aftertaste, though it was a bit sweeter than i expected even with balanced sweetness. sea salt spanish latte (9/10) because it wasn't overly sweet and had a well-balanced flavor. i also enjoyed their biscoff scroll (9/10) since it wasn't too sweet. the café has a clean, cozy atmosphere with a nice vibe, making it a great spot to relax.",coffee,"tried this new coffee shop in the late afternoon and it wasn't too busy. the staff were very accommodating and gave great recommendations for their drinks and pastries. i got the ichiban matcha (7/10), which had a gentle bold and grassy aftertaste, though it was a bit sweeter than i expected even with balanced sweetness. sea salt spanish latte (9/10) because it wasn't overly sweet and had a well-balanced flavor. i also enjoyed their biscoff scroll (9/10) since it wasn't too sweet. the café has a clean, cozy atmosphere with a nice vibe, making it a great spot to relax.",tried this new coffee shop in the late afternoon and it wasn't too busy.,Product Quality
444 Coffee,7.0821899,125.6053264,4,"tried this new coffee shop in the late afternoon and it wasn't too busy. the staff were very accommodating and gave great recommendations for their drinks and pastries. i got the ichiban matcha (7/10), which had a gentle bold and grassy aftertaste, though it was a bit sweeter than i expected even with balanced sweetness. sea salt spanish latte (9/10) because it wasn't overly sweet and had a well-balanced flavor. i also enjoyed their biscoff scroll (9/10) since it wasn't too sweet. the café has a clean, cozy atmosphere with a nice vibe, making it a great spot to relax.",coffee,"tried this new coffee shop in the late afternoon and it wasn't too busy. the staff were very accommodating and gave great recommendations for their drinks and pastries. i got the ichiban matcha (7/10), which had a gentle bold and grassy aftertaste, though it was a bit sweeter than i expected even with balanced sweetness. sea salt spanish latte (9/10) because it wasn't overly sweet and had a well-balanced flavor. i also enjoyed their biscoff scroll (9/10) since it wasn't too sweet. the café has a clean, cozy atmosphere with a nice vibe, making it a great spot to relax.",the staff were very accommodating and gave great recommendations for their drinks and pastries.,Product Quality
444 Coffee,7.0821899,125.6053264,4,"tried this new coffee shop in the late afternoon and it wasn't too busy. the staff were very accommodating and gave great recommendations for their drinks and pastries. i got the ichiban matcha (7/10), which had a gentle bold and grassy aftertaste, though it was a bit sweeter than i expected even with balanced sweetness. sea salt spanish latte (9/10) because it wasn't overly sweet and had a well-balanced flavor. i also enjoyed their biscoff scroll (9/10) since it wasn't too sweet. the café has a clean, cozy atmosphere with a nice vibe, making it a great spot to relax.",coffee,"tried this new coffee shop in the late afternoon and it wasn't too busy. the staff were very accommodating and gave great recommendations for their drinks and pastries. i got the ichiban matcha (7/10), which had a gentle bold and grassy aftertaste, though it was a bit sweeter than i expected even with balanced sweetness. sea salt spanish latte (9/10) because it wasn't overly sweet and had a well-balanced flavor. i also enjoyed their biscoff scroll (9/10) since it wasn't too sweet. the café has a clean, cozy atmosphere with a nice vibe, making it a great spot to relax.",the staff were very accommodating and gave great recommendations for their drinks and pastries.,Customer Service
